Code,EQ,Species,Complexes,Complex2,Chemotype,Host,Year ,State,Municipality,Lat,Lon
F913,3610,F. meridionale,FGSC,FGSC,NIV,Wheat,2013,Parana,Foz do Jord‹o,-25.642083,-52.091775
F914,3566,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.550317,-51.491072
F915,3561,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.550856,-51.492808
F916,3556,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.543433,-51.668728
F922,3544,F. meridionale,FGSC,FGSC,NIV,Wheat,2013,Parana,Pinh‹o,-25.731933,-51.846186
F923,3542,F. poae,F. poae,F. poae,NA,Wheat,2013,Parana,Pinh‹o,-25.734033,-51.844867
F924,3540,F. cortaderiae,FGSC,FGSC,3-ADON,Wheat,2013,Parana,Pinh‹o,-25.734,-51.850203
F925,3537,F. avenaceum,FTSC,FTSC,NA,Wheat,2013,Parana,Pinh‹o,-25.736086,-51.85155
F931,3691,F. cortaderiae,FGSC,FGSC,NIV,Barley,2013,Parana,Reserva do Iguaœ,-25.823992,-52.022419
F932,3690,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.823981,-52.0241
F933,3688,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Manoel Ribas,-24.497831,-51.466703
F934,3685,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Manoel Ribas,-24.492236,-51.466094
F935,3680,F. meridionale,FGSC,FGSC,NIV,Wheat,2013,Parana,Manoel Ribas,-24.493906,-51.467156
F946,3647,F. poae,F. poae,F. poae,NA,Wheat,2013,Parana,Cand—i,-25.457792,-51.864469
F947,3582,F. austroamericanum,FGSC,FGSC,3-ADON,Wheat,2013,Parana,Turvo,-24.965425,-51.501486
F948,3585,F. poae,F. poae,F. poae,NA,Wheat,2013,Parana,Turvo,-24.964336,-51.500792
F949,3642,F. meridionale,FGSC,FGSC,NIV,Wheat,2013,Parana,Cand—i,-25.457792,-51.864469
F950,3611,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Foz do Jord‹o,-25.639878,-52.096647
F955,3678,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Manoel Ribas,-24.494744,-51.466631
F956,3671,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Campina do Sim‹o,-25.424064,-51.660706
F958,3551,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.547439,-51.663619
F959,3541,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Pinh‹o,-25.734017,-51.847533
F960,3572,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.549228,-51.491067
F968,3548,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.5496,-51.663828
F969,3659,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Roncador,-24.5402,-52.373133
F970,3648,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Cand—i,-25.457792,-51.864469
F971,3630,F. poae,F. poae,F. poae,NA,Wheat,2013,Parana,Guarapuava,-25.206053,-51.642533
F972,3543,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Pinh‹o,-25.734047,-51.8422
F973,3679,F. meridionale,FGSC,FGSC,NIV,Barley,2013,Parana,Manoel Ribas,-24.494747,-51.465575
F974,3670,F. meridionale,FGSC,FGSC,NIV,Wheat,2013,Parana,Campina do Sim‹o,-25.220906,-51.861317
F976,3668,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Manoel Ribas,-24.492233,-51.46715
F980,3696,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Reserva do Iguaœ,-25.821331,-52.025761
F981,3695,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.822667,-52.023247
F982,3694,F. meridionale,FGSC,FGSC,NIV,Barley,2013,Parana,Reserva do Iguaœ,-25.822656,-52.024931
F983,3693,F. meridionale,FGSC,FGSC,NIV,Barley,2013,Parana,Reserva do Iguaœ,-25.822644,-52.026614
F984,3692,F. meridionale,FGSC,FGSC,NIV,Barley,2013,Parana,Reserva do Iguaœ,-25.823992,-52.022419
F985,3555,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.545192,-51.662642
F986,3547,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.549764,-51.667419
F987,3546,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.54975,-51.670106
F988,3545,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Guarapuava,-25.549739,-51.672789
F989,3703,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.821375,-52.022514
F990,3700,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.820031,-52.023225
F991,3699,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.820019,-52.024908
F992,3698,F. graminearum,FGSC,FGSC,15-ADON,Barley,2013,Parana,Reserva do Iguaœ,-25.820006,-52.026589
F993,3697,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2013,Parana,Reserva do Iguaœ,-25.821342,-52.024078
F1050,3724,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1051,3898,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.372044,-51.585167
F1052,3725,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1069,3722,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1079,3829,F. meridionale,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.564689,-51.576286
F1080,3852,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Turvo,-25.522658,-51.680153
F1081,3893,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.213836,-51.636806
F1082,3832,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.563597,-51.575919
F1083,3869,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Cand—i,-25.606572,-52.095844
F1086,3787,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.575467,-51.710397
F1087,3786,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.575281,-51.711997
F1088,3797,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Pinh‹o,-25.680911,-51.699153
F1090,3751,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.403122,-51.659403
F1091,3792,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Pinh‹o,-25.688553,-51.700322
F1092,3764,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.558053,-51.476417
F1093,3794,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Pinh‹o,-25.686344,-51.701972
F1094,3795,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Pinh‹o,-25.686356,-51.699253
F1095,3748,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.404172,-51.658742
F1110,3783,F. cortaderiae,FGSC,FGSC,3-ADON,Barley,2014,Parana,Guarapuava,-25.576564,-51.711014
F1120,3849,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.546486,-51.4805
F1121,3747,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.404128,-51.662156
F1122,3840,F. austroamericanum,FGSC,FGSC,3-ADON,Wheat,2014,Parana,Goioxim,-25.223925,-51.879142
F1124,3744,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2014,Parana,Guarapuava,-25.406322,-51.658133
F1149,3737,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F1151,3782,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.576556,-51.712628
F1152,3736,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F1153,3745,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.405592,-51.662617
F1154,3770,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Foz do Jord‹o,-25.672444,-52.078533
F1155,3713,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1156,3710,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1157,3707,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.405133,-51.658367
F1158,3706,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.215433,-51.630133
F1161,3903,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.370739,-51.582656
F1177,3755,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.559833,-51.473917
F1178,3761,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.558611,-51.476761
F1179,3773,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Foz do Jord‹o,-25.670856,-52.080669
F1180,3771,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Foz do Jord‹o,-25.672461,-52.076172
F1181,3791,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Pinh‹o,-25.688539,-51.703042
F1188,3776,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Foz do Jord‹o,-25.668767,-52.077114
F1190,3775,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Foz do Jord‹o,-25.66875,-52.079475
F1191,3778,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.577825,-51.712122
F1192,3789,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.575647,-51.707367
F1193,3777,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.578178,-51.713919
F1194,3790,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.574019,-51.711183
F1195,3774,F. cortaderiae,FGSC,FGSC,3-ADON,Barley,2014,Parana,Foz do Jord‹o,-25.670617,-52.075306
F1196,3720,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1197,3756,F. cortaderiae,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.559833,-51.473917
F1198,3754,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.399969,-51.661383
F1210,3784,F. meridionale,FGSC,FGSC,NIV,Barley,2014,Parana,Guarapuava,-25.576569,-51.709403
F1211,3769,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Foz do Jord‹o,-25.674047,-52.076975
F1212,3767,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Cand—i,-25.587264,-51.988661
F1213,3779,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2014,Parana,Guarapuava,-25.578244,-51.710328
F1214,3712,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1216,3895,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.213106,-51.636381
F1217,3735,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F1218,3733,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1219,3732,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1230,3742,F. cerealis,F. cerealis,Others,NIV,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F1231,3740,F. avenaceum,FTSC,FTSC,NA,Wheat,2014,Parana,Guarapuava,-25.216669,-51.628367
F1232,3749,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.403111,-51.662067
F1233,3739,F. austroamericanum,FGSC,FGSC,3-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F1234,3750,F. avenaceum,FTSC,FTSC,NA,Barley,2014,Parana,Guarapuava,-25.403117,-51.660736
F1235,3766,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.558056,-51.474964
F1240,3719,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1241,3717,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1242,3716,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1243,3715,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1244,3714,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1255,3759,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Guarapuava,-25.559133,-51.474236
F1257,3785,FIESC ,FIESC,FIESC,NA,Barley,2014,Parana,Guarapuava,-25.576578,-51.707789
F1258,3746,F. poae,F. poae,F. poae,NA,Barley,2014,Parana,Guarapuava,-25.405211,-51.661336
F1259,3743,FFSC,FFSC,FFSC,Others,Barley,2014,Parana,Guarapuava,-25.406056,-51.659769
F1260,3723,F. poae,F. poae,F. poae,NA,Wheat,2014,Parana,Guarapuava,-25.369556,-51.582083
F1279,3901,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.370725,-51.585997
F1286,3855,FTSC11,FTSC,FTSC,NA,Wheat,2014,Parana,Turvo,-24.969222,-51.496125
F1287,3841,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Goioxim,-25.223047,-51.880789
F1289,3882,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F1290,3868,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Cand—i,-25.608408,-52.096769
F1291,3838,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Goioxim,-25.223919,-51.880242
F1292,3803,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.826239,-52.018317
F1295,3853,F. meridionale,FGSC,FGSC,NIV,Wheat,2014,Parana,Turvo,-24.972233,-51.496372
F1296,3894,F. meridionale,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.213844,-51.634967
F1297,3848,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.546481,-51.481747
F1298,3834,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.56255,-51.573983
F1304,3831,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.563592,-51.577342
F1306,3843,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.548792,-51.480269
F1307,3872,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Cand—i,-25.603122,-52.090786
F1309,3891,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.54020,-52.373133
F1311,3857,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.835914,-51.699217
F1315,3902,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.370733,-51.584325
F1320,3871,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Cand—i,-25.604986,-52.091775
F1321,3861,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.834367,-51.693953
F1323,3867,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pinh‹o,-25.756578,-51.849317
F1344,3819,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pinh‹o,-25.790892,-51.834789
F1345,3837,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.561447,-51.573497
F1346,3870,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Cand—i,-25.604967,-52.094086
F1347,3878,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F1366,3836,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.561439,-51.574839
F1367,3890,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F1368,3862,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.834378,-51.691981
F1375,3847,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.546478,-51.482992
F1376,3844,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.547433,-51.485006
F1377,3809,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.824547,-52.019469
F1388,3860,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Pitanga,-24.834358,-51.695922
F1389,3886,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F1390,3875,F. avenaceum,FTSC,FTSC,NA,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F1394,3876,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.54020,-52.373133
F1395,3839,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Goioxim,-25.22393,-51.879142
F1396,3879,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Roncador,-24.54020,-52.373133
F1398,3799,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.826217,-52.021622
F1399,3854,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Turvo,-24.971092,-51.497036
F1400,3851,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Turvo,-24.971953,-51.5003
F1401,3842,F. austroamericanum,FGSC,FGSC,3-ADON,Wheat,2014,Parana,Goioxim,-25.223056,-51.879686
F1402,3859,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.831647,-51.690475
F1403,3856,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Turvo,-24.978528,-51.495553
F1404,3846,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.547594,-51.481225
F1406,3904,F. meridionale,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.3694,-51.588494
F1413,3863,F. graminearum ,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.832769,-51.695431
F1415,3864,F. graminearum ,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Pitanga,-24.832778,-51.693461
F1421,3721,F. graminearum ,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.3702,-51.585683
F1616,3476,F. graminearum,FGSC,FGSC,15-ADON,Barley,2014,Parana,Cand—i,-25.52235,-51.811053
F1617,3477,F. avenaceum ,FTSC,FTSC,NA,Barley,2014,Parana,Pitanga,-24.831719,-51.697486
F1618,3478,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2014,Parana,Pitanga,-24.82970,-51.700164
F864,3738,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Reserva do Iguaœ,-25.822283,-52.0185
F865,3897,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.372036,-51.586839
F926,3889,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F927,3887,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F928,3885,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F929,3884,F. meridionale,FGSC,FGSC,NIV,Wheat,2014,Parana,Roncador,-24.5402,-52.373133
F930,3896,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2014,Parana,Guarapuava,-25.213108,-51.635461
F945,3900,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2014,Parana,Guarapuava,-25.370719,-51.587667
F1106,4053,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.279778,-51.795503
F1107,3996,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2015,Parana,Cand—i,-25.544919,-52.002281
F1108,3998,F. avenaceum,FTSC,FTSC,NA,Barley,2015,Parana,Cand—i,-25.543025,-52.007619
F1109,3984,F. avenaceum,FTSC,FTSC,NA,Barley,2015,Parana,Turvo,-24.972122,-51.500117
F1123,4022,F. avenaceum,FTSC,FTSC,NA,Barley,2015,Parana,Guarapuava,-25.421683,-51.641592
F1160,3938,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Reserva do Iguaœ,-25.799758,-51.869692
F1167,4016,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.696111,-51.844853
F1168,4035,F. avenaceum,FTSC,FTSC,NA,Barley,2015,Parana,Pinh‹o,-25.756578,-51.849317
F1169,4034,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.756156,-51.852678
F1207,4054,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.278692,-51.795706
F1208,3985,F. cortaderiae,FGSC,FGSC,3-ADON,Barley,2015,Parana,Turvo,-24.972631,-51.498364
F1209,4055,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.278683,-51.794408
F1215,3909,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.580953,-51.832528
F1236,4051,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.280636,-51.796072
F1237,4052,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.279806,-51.796875
F1238,4073,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2015,Parana,Reserva do Iguaœ,-25.823369,-52.020489
F1239,4075,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Reserva do Iguaœ,-25.818519,-52.015022
F1245,4036,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.75655,-51.845742
F1276,4033,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.4205,-51.6442
F1277,4122,F. poae,F. poae,F. poae,NA,Wheat,2015,Parana,Laranjeiras do Sul,-25.349597,-52.355889
F1278,3947,F. poae,F. poae,F. poae,NA,Barley,2015,Parana,Cand—i,-25.458981,-51.851781
F1280,3916,F. poae,F. poae,F. poae,NA,Barley,2015,Parana,Guarapuava,-25.541092,-51.503014
F1281,3922,F. cortaderiae,FGSC,FGSC,3-ADON,Barley,2015,Parana,Guarapuava,-25.541817,-51.500225
F1282,4029,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.416878,-51.646628
F1284,3978,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Turvo,-24.975142,-51.498442
F1288,3945,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Reserva do Iguaœ,-25.793347,-51.870656
F1294,4087,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Cand—i,-25.584469,-51.829022
F1299,3983,F. avenaceum,FTSC,FTSC,NA,Barley,2015,Parana,Turvo,-24.971867,-51.502183
F1300,4048,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.751697,-51.837797
F1301,4129,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Laranjeiras do Sul,-25.346108,-52.355964
F1302,4010,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.699506,-51.841583
F1303,3990,FTSC11,FTSC,FTSC,NA,Barley,2015,Parana,Cand—i,-25.548794,-52.001028
F1308,4160,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Foz do Jord‹o,-25.702986,-52.117297
F1310,3972,F. avenaceum,FTSC,FTSC,,Barley,2015,Parana,Guarapuava,-25.56995,-51.705806
F1313,3971,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.570017,-51.708033
F1314,3962,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.573714,-51.706369
F1317,3980,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Turvo,-24.975169,-51.494497
F1318,4150,F. austroamericanum,FGSC,FGSC,3-ADON,Wheat,2015,Parana,Foz do Jord‹o,-25.706847,-52.114844
F1319,4042,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.750967,-51.842414
F1322,3961,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.573703,-51.708669
F1325,4136,F. meridionale,FGSC,FGSC,NIV,Wheat,2015,Parana,Boa Ventura,-24.966928,-51.612161
F1326,4088,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.5827,-51.829197
F1327,4130,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Guarapuava,-25.225764,-51.871006
F1328,4023,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.419614,-51.649164
F1329,4068,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.785317,-51.825261
F1330,4030,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2015,Parana,Guarapuava,-25.416936,-51.644797
F1331,4065,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.788994,-51.820556
F1333,4124,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Laranjeiras do Sul,-25.348303,-52.356656
F1334,4134,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Cantagalo,-25.262692,-52.077061
F1335,4007,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.699525,-51.848236
F1336,4158,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2015,Parana,Foz do Jord‹o,-25.703972,-52.115481
F1337,4110,F. meridionale,FGSC,FGSC,NIV,Wheat,2015,Parana,,,
F1338,3995,F. avenaceum ,FTSC,FTSC,NA,Barley,2015,Parana,Cand—i,-25.545003,-52.004739
F1339,4151,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Foz do Jord‹o,-25.706817,-52.113667
